src,tar,src_type,tar_type
_127509_,_085113_,cell,cell
_127509_,_085097_,cell,cell
_127508_,_085114_,cell,cell
_127508_,_085103_,cell,cell
_127510_,_085112_,cell,cell
_127509_,_085134_,cell,cell
_127509_,_085114_,cell,cell
_127511_,_085163_,cell,cell
_127511_,_085151_,cell,cell
_127511_,_085147_,cell,cell
_127511_,_085132_,cell,cell
_127510_,_085151_,cell,cell
_127510_,_085134_,cell,cell
_127512_,_085177_,cell,cell
_127512_,_085167_,cell,cell
_127512_,_085163_,cell,cell
_127512_,_085155_,cell,cell
_127512_,_085154_,cell,cell
_127511_,_085167_,cell,cell
_127511_,_085151_,cell,cell
_127513_,_085190_,cell,cell
_127513_,_085179_,cell,cell
_127513_,_085177_,cell,cell
_127513_,_085166_,cell,cell
_127512_,_085179_,cell,cell
_127512_,_085167_,cell,cell
_127514_,_085210_,cell,cell
_127514_,_085197_,cell,cell
_127514_,_085190_,cell,cell
_127514_,_085175_,cell,cell
_127513_,_085197_,cell,cell
_127513_,_085179_,cell,cell
_127515_,_085218_,cell,cell
_127515_,_085211_,cell,cell
_127515_,_085210_,cell,cell
_127515_,_085204_,cell,cell
_127515_,_085203_,cell,cell
_127514_,_085211_,cell,cell
_127514_,_085197_,cell,cell
_127516_,_085238_,cell,cell
_127516_,_085231_,cell,cell
_127516_,_085219_,cell,cell
_127516_,_085218_,cell,cell
_127516_,_085209_,cell,cell
_127515_,_085219_,cell,cell
_127515_,_085211_,cell,cell
_127517_,_085246_,cell,cell
_127517_,_085239_,cell,cell
_127517_,_085231_,cell,cell
_127517_,_085222_,cell,cell
_127517_,_085221_,cell,cell
_127516_,_085238_,cell,cell
_127516_,_085219_,cell,cell
_127518_,_085246_,cell,cell
_127518_,_085229_,cell,cell
_127517_,_085249_,cell,cell
_127517_,_085239_,cell,cell
_127518_,_085250_,cell,cell
_127521_,_084705_,cell,cell
_127522_,_084706_,cell,cell
_127522_,_084705_,cell,cell
_127522_,_084679_,cell,cell
_127521_,_084706_,cell,cell
_127523_,_084742_,cell,cell
_127523_,_084709_,cell,cell
_127523_,_084682_,cell,cell
_127523_,_084681_,cell,cell
_127522_,_084706_,cell,cell
_127522_,_084682_,cell,cell
_127524_,_084892_,cell,cell
_127524_,_084740_,cell,cell
_127524_,_084715_,cell,cell
_127524_,_084709_,cell,cell
_127524_,_084684_,cell,cell
_127523_,_084715_,cell,cell
_127523_,_084682_,cell,cell
_127525_,_084895_,cell,cell
_127525_,_084708_,cell,cell
_127525_,_084687_,cell,cell
_127525_,_084684_,cell,cell
_127524_,_084715_,cell,cell
_127524_,_084687_,cell,cell
_127526_,_084899_,cell,cell
_127526_,_084716_,cell,cell
_127526_,_084708_,cell,cell
_127526_,_084685_,cell,cell
_127525_,_084716_,cell,cell
_127525_,_084687_,cell,cell
_127527_,_084711_,cell,cell
_127527_,_084689_,cell,cell
_127527_,_084685_,cell,cell
_127526_,_084716_,cell,cell
_127526_,_084688_,cell,cell
_127528_,_084910_,cell,cell
_127528_,_084909_,cell,cell
_127528_,_084718_,cell,cell
_127528_,_084711_,cell,cell
_127528_,_084694_,cell,cell
_127527_,_084690_,cell,cell
_127529_,_084917_,cell,cell
_127529_,_084916_,cell,cell
_127529_,_084710_,cell,cell
_127529_,_084696_,cell,cell
_127529_,_084694_,cell,cell
_127528_,_084695_,cell,cell
_127530_,_084729_,cell,cell
_127530_,_084720_,cell,cell
_127530_,_084710_,cell,cell
_127530_,_084701_,cell,cell
_127530_,_084700_,cell,cell
_127529_,_084720_,cell,cell
_127529_,_084697_,cell,cell
_121001_,_084881_,cell,cell
_121001_,_084760_,cell,cell
_121001_,_084680_,cell,cell
_127531_,_084737_,cell,cell
_127531_,_084730_,cell,cell
_127531_,_084729_,cell,cell
_127531_,_084714_,cell,cell
_127530_,_084730_,cell,cell
_127530_,_084720_,cell,cell
_127532_,_084728_,cell,cell
_127531_,_084749_,cell,cell
_127531_,_084730_,cell,cell
_127533_,_084781_,cell,cell
_127533_,_084767_,cell,cell
_127533_,_084763_,cell,cell
_127533_,_084747_,cell,cell
_127532_,_084767_,cell,cell
_127532_,_084749_,cell,cell
_127534_,_084794_,cell,cell
_127534_,_084785_,cell,cell
_127534_,_084781_,cell,cell
_127534_,_084771_,cell,cell
_127534_,_084770_,cell,cell
_127533_,_084785_,cell,cell
_127533_,_084767_,cell,cell
_127535_,_084807_,cell,cell
_127535_,_084796_,cell,cell
_127535_,_084794_,cell,cell
_127535_,_084784_,cell,cell
_127534_,_084796_,cell,cell
_127534_,_084785_,cell,cell
_127536_,_084829_,cell,cell
_127536_,_084814_,cell,cell
_127536_,_084807_,cell,cell
_127536_,_084792_,cell,cell
_127535_,_084814_,cell,cell
_127535_,_084796_,cell,cell
_127537_,_084837_,cell,cell
_127537_,_084830_,cell,cell
_127537_,_084829_,cell,cell
_127537_,_084821_,cell,cell
_127537_,_084820_,cell,cell
_127536_,_084830_,cell,cell
_127536_,_084814_,cell,cell
_127538_,_084856_,cell,cell
_127538_,_084849_,cell,cell
_127538_,_084838_,cell,cell
_127538_,_084837_,cell,cell
_127538_,_084828_,cell,cell
_127537_,_084838_,cell,cell
_127537_,_084830_,cell,cell
_127539_,_084865_,cell,cell
_127539_,_084857_,cell,cell
_127539_,_084849_,cell,cell
_127539_,_084841_,cell,cell
_127539_,_084840_,cell,cell
_127538_,_084856_,cell,cell
_127538_,_084838_,cell,cell
_127540_,_084865_,cell,cell
_127540_,_084859_,cell,cell
_127539_,_084868_,cell,cell
_127539_,_084857_,cell,cell
_127540_,_084869_,cell,cell
_127542_,_084408_,cell,cell
_127543_,_084410_,cell,cell
_127543_,_084408_,cell,cell
_127543_,_084402_,cell,cell
_127542_,_084410_,cell,cell
_127544_,_084427_,cell,cell
_127544_,_084420_,cell,cell
_127544_,_084418_,cell,cell
_127544_,_084413_,cell,cell
_127543_,_084418_,cell,cell
_127543_,_084410_,cell,cell
_127545_,_084429_,cell,cell
_127545_,_084427_,cell,cell
_127545_,_084417_,cell,cell
_127544_,_084429_,cell,cell
_127544_,_084418_,cell,cell
_127546_,_084447_,cell,cell
_127546_,_084438_,cell,cell
_127546_,_084432_,cell,cell
_127545_,_084436_,cell,cell
_127545_,_084429_,cell,cell
_127547_,_084458_,cell,cell
_127547_,_084447_,cell,cell
_127547_,_084441_,cell,cell
_127546_,_084439_,cell,cell
_127548_,_084489_,cell,cell
_127548_,_084458_,cell,cell
_127548_,_084446_,cell,cell
_127547_,_084449_,cell,cell
_127549_,_084489_,cell,cell
_127549_,_084470_,cell,cell
_127549_,_084465_,cell,cell
_127548_,_084470_,cell,cell
_127548_,_084461_,cell,cell
_127550_,_084488_,cell,cell
_127550_,_084472_,cell,cell
_127549_,_084479_,cell,cell
_127549_,_084471_,cell,cell
_127551_,_084500_,cell,cell
_127551_,_084488_,cell,cell
_127551_,_084478_,cell,cell
_127550_,_084481_,cell,cell
_127552_,_084514_,cell,cell
_127552_,_084502_,cell,cell
_127552_,_084500_,cell,cell
_127552_,_084497_,cell,cell
_127552_,_084496_,cell,cell
_127551_,_084491_,cell,cell
_127553_,_084518_,cell,cell
_127553_,_084514_,cell,cell
_127553_,_084510_,cell,cell
_127553_,_084509_,cell,cell
_127552_,_084504_,cell,cell
_127553_,_084519_,cell,cell
_127555_,_084145_,cell,cell
_127556_,_084146_,cell,cell
_127556_,_084145_,cell,cell
_127556_,_084110_,cell,cell
_127555_,_084146_,cell,cell
_127557_,_084314_,cell,cell
_127557_,_084113_,cell,cell
_127557_,_084112_,cell,cell
_127556_,_084146_,cell,cell
_127556_,_084113_,cell,cell
_127558_,_084320_,cell,cell
_127558_,_084149_,cell,cell
_127558_,_084141_,cell,cell
_127558_,_084115_,cell,cell
_127557_,_084149_,cell,cell
_127557_,_084113_,cell,cell
_127559_,_084323_,cell,cell
_127559_,_084140_,cell,cell
_127559_,_084119_,cell,cell
_127559_,_084115_,cell,cell
_127558_,_084149_,cell,cell
_127558_,_084118_,cell,cell
_127560_,_084152_,cell,cell
_127560_,_084140_,cell,cell
_127560_,_084116_,cell,cell
_127559_,_084120_,cell,cell
_127561_,_084138_,cell,cell
_127561_,_084123_,cell,cell
_127561_,_084116_,cell,cell
_127560_,_084122_,cell,cell
_127562_,_084336_,cell,cell
_127562_,_084335_,cell,cell
_127562_,_084157_,cell,cell
_127562_,_084138_,cell,cell
_127562_,_084128_,cell,cell
_127561_,_084157_,cell,cell
_127561_,_084124_,cell,cell
_127563_,_084342_,cell,cell
_127563_,_084341_,cell,cell
_127563_,_084137_,cell,cell
_127563_,_084129_,cell,cell
_127563_,_084128_,cell,cell
_127562_,_084157_,cell,cell
_127562_,_084129_,cell,cell
_127564_,_084167_,cell,cell
_127564_,_084158_,cell,cell
_127564_,_084137_,cell,cell
_127564_,_084134_,cell,cell
_127564_,_084133_,cell,cell
_127563_,_084158_,cell,cell
_127563_,_084129_,cell,cell
_121003_,_084308_,cell,cell
_121003_,_084192_,cell,cell
_121003_,_084111_,cell,cell
_127565_,_084175_,cell,cell
_127565_,_084168_,cell,cell
_127565_,_084167_,cell,cell
_127565_,_084162_,cell,cell
_127565_,_084161_,cell,cell
_127564_,_084168_,cell,cell
_127564_,_084158_,cell,cell
_127566_,_084166_,cell,cell
_127565_,_084182_,cell,cell
_127565_,_084168_,cell,cell
_127567_,_084210_,cell,cell
_127567_,_084199_,cell,cell
_127567_,_084195_,cell,cell
_127567_,_084180_,cell,cell
_127566_,_084199_,cell,cell
_127566_,_084182_,cell,cell
_127568_,_084223_,cell,cell
_127568_,_084210_,cell,cell
_127568_,_084209_,cell,cell
_127568_,_084203_,cell,cell
_127568_,_084202_,cell,cell
_127567_,_084209_,cell,cell
_127567_,_084199_,cell,cell
_127569_,_084237_,cell,cell
_127569_,_084225_,cell,cell
_127569_,_084223_,cell,cell
_127569_,_084208_,cell,cell
_127568_,_084225_,cell,cell
_127568_,_084209_,cell,cell
_127570_,_084256_,cell,cell
_127570_,_084244_,cell,cell
_127570_,_084237_,cell,cell
_127570_,_084221_,cell,cell
_127569_,_084244_,cell,cell
_127569_,_084225_,cell,cell
_127571_,_084263_,cell,cell
_127571_,_084257_,cell,cell
_127571_,_084256_,cell,cell
_127571_,_084251_,cell,cell
_127571_,_084250_,cell,cell
_127570_,_084257_,cell,cell
_127570_,_084244_,cell,cell
_127572_,_084280_,cell,cell
_127572_,_084275_,cell,cell
_127572_,_084264_,cell,cell
_127572_,_084263_,cell,cell
_127572_,_084255_,cell,cell
_127571_,_084264_,cell,cell
_127571_,_084257_,cell,cell
_127573_,_084292_,cell,cell
_127573_,_084281_,cell,cell
_127573_,_084275_,cell,cell
_127573_,_084267_,cell,cell
_127573_,_084266_,cell,cell
_127572_,_084280_,cell,cell
_127572_,_084264_,cell,cell
_127574_,_084292_,cell,cell
_127574_,_084286_,cell,cell
_127574_,_084285_,cell,cell
_127573_,_084296_,cell,cell
_127573_,_084281_,cell,cell
_127574_,_084297_,cell,cell
_127576_,_083702_,cell,cell
_127577_,_083703_,cell,cell
_127577_,_083702_,cell,cell
_127577_,_083669_,cell,cell
_127576_,_083703_,cell,cell
_127578_,_083874_,cell,cell
_127578_,_083672_,cell,cell
_127578_,_083671_,cell,cell
_127577_,_083703_,cell,cell
_127577_,_083672_,cell,cell
_127579_,_083879_,cell,cell
_127579_,_083706_,cell,cell
_127579_,_083698_,cell,cell
_127579_,_083674_,cell,cell
_127578_,_083706_,cell,cell
_127578_,_083672_,cell,cell
_127580_,_083883_,cell,cell
_127580_,_083697_,cell,cell
_127580_,_083678_,cell,cell
_127580_,_083674_,cell,cell
_127579_,_083706_,cell,cell
_127579_,_083677_,cell,cell
_127581_,_083709_,cell,cell
_127581_,_083697_,cell,cell
_127581_,_083675_,cell,cell
_127580_,_083679_,cell,cell
_127582_,_083695_,cell,cell
_127582_,_083682_,cell,cell
_127582_,_083675_,cell,cell
_127581_,_083681_,cell,cell
_127583_,_083897_,cell,cell
_127583_,_083896_,cell,cell
_127583_,_083714_,cell,cell
_127583_,_083695_,cell,cell
_127583_,_083687_,cell,cell
_127582_,_083714_,cell,cell
_127582_,_083683_,cell,cell
_127584_,_083902_,cell,cell
_127584_,_083901_,cell,cell
_127584_,_083694_,cell,cell
_127584_,_083688_,cell,cell
_127584_,_083687_,cell,cell
_127583_,_083714_,cell,cell
_127583_,_083688_,cell,cell
_127585_,_083725_,cell,cell
_127585_,_083715_,cell,cell
_127585_,_083694_,cell,cell
_127585_,_083691_,cell,cell
_127585_,_083690_,cell,cell
_127584_,_083715_,cell,cell
_127584_,_083688_,cell,cell
_121004_,_083869_,cell,cell
_121004_,_083750_,cell,cell
_121004_,_083670_,cell,cell
_127586_,_083733_,cell,cell
_127586_,_083726_,cell,cell
_127586_,_083725_,cell,cell
_127586_,_083719_,cell,cell
_127586_,_083718_,cell,cell
_127585_,_083726_,cell,cell
_127585_,_083715_,cell,cell
_127587_,_083724_,cell,cell
_127586_,_083740_,cell,cell
_127586_,_083726_,cell,cell
_127588_,_083769_,cell,cell
_127588_,_083757_,cell,cell
_127588_,_083753_,cell,cell
_127588_,_083738_,cell,cell
_127587_,_083757_,cell,cell
_127587_,_083740_,cell,cell
_127589_,_083779_,cell,cell
_127589_,_083769_,cell,cell
_127589_,_083768_,cell,cell
_127589_,_083761_,cell,cell
_127589_,_083760_,cell,cell
_127588_,_083768_,cell,cell
_127588_,_083757_,cell,cell
_127590_,_083792_,cell,cell
_127590_,_083781_,cell,cell
_127590_,_083779_,cell,cell
_127590_,_083767_,cell,cell
_127589_,_083781_,cell,cell
_127589_,_083768_,cell,cell
_127591_,_083811_,cell,cell
_127591_,_083799_,cell,cell
_127591_,_083792_,cell,cell
_127591_,_083777_,cell,cell
_127590_,_083799_,cell,cell
_127590_,_083781_,cell,cell
_127592_,_083818_,cell,cell
_127592_,_083812_,cell,cell
_127592_,_083811_,cell,cell
_127592_,_083806_,cell,cell
_127592_,_083805_,cell,cell
_127591_,_083812_,cell,cell
_127591_,_083799_,cell,cell
_127593_,_083837_,cell,cell
_127593_,_083832_,cell,cell
_127593_,_083819_,cell,cell
_127593_,_083818_,cell,cell
_127593_,_083810_,cell,cell
_127592_,_083819_,cell,cell
_127592_,_083812_,cell,cell
_127594_,_083852_,cell,cell
_127594_,_083838_,cell,cell
_127594_,_083832_,cell,cell
_127594_,_083822_,cell,cell
_127594_,_083821_,cell,cell
_127593_,_083837_,cell,cell
_127593_,_083819_,cell,cell
_127595_,_083852_,cell,cell
_127595_,_083843_,cell,cell
_127595_,_083842_,cell,cell
_127594_,_083856_,cell,cell
_127594_,_083838_,cell,cell
_127595_,_083857_,cell,cell
_127597_,_083311_,cell,cell
_127598_,_083315_,cell,cell
_127598_,_083311_,cell,cell
_127598_,_083282_,cell,cell
_127597_,_083315_,cell,cell
_127599_,_083486_,cell,cell
_127599_,_083485_,cell,cell
_127599_,_083314_,cell,cell
_127599_,_083285_,cell,cell
_127599_,_083284_,cell,cell
_127598_,_083315_,cell,cell
_127598_,_083285_,cell,cell
_127600_,_083491_,cell,cell
_127600_,_083316_,cell,cell
_127600_,_083314_,cell,cell
_127600_,_083287_,cell,cell
_127599_,_083316_,cell,cell
_127599_,_083285_,cell,cell
_127601_,_083496_,cell,cell
_127601_,_083319_,cell,cell
_127601_,_083291_,cell,cell
_127601_,_083287_,cell,cell
_127600_,_083316_,cell,cell
_127600_,_083291_,cell,cell
_127602_,_083500_,cell,cell
_127602_,_083365_,cell,cell
_127602_,_083320_,cell,cell
_127602_,_083319_,cell,cell
_127602_,_083289_,cell,cell
_127601_,_083320_,cell,cell
_127601_,_083291_,cell,cell
_127603_,_083288_,cell,cell
_127602_,_083320_,cell,cell
_127602_,_083292_,cell,cell
_127604_,_083510_,cell,cell
_127604_,_083509_,cell,cell
_127604_,_083323_,cell,cell
_127604_,_083308_,cell,cell
_127604_,_083295_,cell,cell
_127603_,_083323_,cell,cell
_127603_,_083292_,cell,cell
_127605_,_083515_,cell,cell
_127605_,_083514_,cell,cell
_127605_,_083307_,cell,cell
_127605_,_083296_,cell,cell
_127605_,_083295_,cell,cell
_127604_,_083323_,cell,cell
_127604_,_083296_,cell,cell
_127606_,_083334_,cell,cell
_127606_,_083324_,cell,cell
_127606_,_083307_,cell,cell
_127606_,_083298_,cell,cell
_127605_,_083324_,cell,cell
_127605_,_083296_,cell,cell
_121005_,_083480_,cell,cell
_121005_,_083361_,cell,cell
_121005_,_083283_,cell,cell
_127607_,_083343_,cell,cell
_127607_,_083335_,cell,cell
_127607_,_083334_,cell,cell
_127607_,_083328_,cell,cell
_127607_,_083327_,cell,cell
_127606_,_083335_,cell,cell
_127606_,_083324_,cell,cell
_127608_,_083363_,cell,cell
_127608_,_083350_,cell,cell
_127608_,_083343_,cell,cell
_127608_,_083339_,cell,cell
_127608_,_083338_,cell,cell
_127607_,_083350_,cell,cell
_127607_,_083335_,cell,cell
_127609_,_083381_,cell,cell
_127609_,_083367_,cell,cell
_127609_,_083363_,cell,cell
_127609_,_083348_,cell,cell
_127608_,_083367_,cell,cell
_127608_,_083350_,cell,cell
_127610_,_083395_,cell,cell
_127610_,_083383_,cell,cell
_127610_,_083381_,cell,cell
_127610_,_083371_,cell,cell
_127610_,_083370_,cell,cell
_127609_,_083383_,cell,cell
_127609_,_083367_,cell,cell
_127611_,_083408_,cell,cell
_127611_,_083397_,cell,cell
_127611_,_083395_,cell,cell
_127611_,_083387_,cell,cell
_127610_,_083397_,cell,cell
_127610_,_083383_,cell,cell
_127612_,_083413_,cell,cell
_127612_,_083408_,cell,cell
_127612_,_083393_,cell,cell
_127611_,_083413_,cell,cell
_127611_,_083397_,cell,cell
_127613_,_083438_,cell,cell
_127613_,_083428_,cell,cell
_127613_,_083417_,cell,cell
_127612_,_083428_,cell,cell
_127612_,_083413_,cell,cell
_127614_,_083456_,cell,cell
_127614_,_083449_,cell,cell
_127614_,_083439_,cell,cell
_127614_,_083438_,cell,cell
_127614_,_083426_,cell,cell
_127613_,_083439_,cell,cell
_127613_,_083428_,cell,cell
_127615_,_083466_,cell,cell
_127615_,_083457_,cell,cell
_127615_,_083449_,cell,cell
_127615_,_083436_,cell,cell
_127614_,_083456_,cell,cell
_127614_,_083439_,cell,cell
_127616_,_083466_,cell,cell
_127616_,_083459_,cell,cell
_127615_,_083469_,cell,cell
_127615_,_083457_,cell,cell
_127616_,_083470_,cell,cell
_127618_,_082958_,cell,cell
_127619_,_082959_,cell,cell
_127619_,_082958_,cell,cell
_127619_,_082940_,cell,cell
_127618_,_082959_,cell,cell
_127620_,_082988_,cell,cell
_127620_,_082972_,cell,cell
_127620_,_082970_,cell,cell
_127620_,_082961_,cell,cell
_127619_,_082970_,cell,cell
_127619_,_082959_,cell,cell
_127621_,_082990_,cell,cell
_127621_,_082988_,cell,cell
_127621_,_082969_,cell,cell
_127620_,_082990_,cell,cell
_127620_,_082970_,cell,cell
_127622_,_083018_,cell,cell
_127622_,_082993_,cell,cell
_127621_,_083006_,cell,cell
_127621_,_082990_,cell,cell
_127623_,_083030_,cell,cell
_127623_,_083018_,cell,cell
_127623_,_083010_,cell,cell
_127622_,_083008_,cell,cell
_127624_,_083040_,cell,cell
_127624_,_083030_,cell,cell
_127624_,_083017_,cell,cell
_127623_,_083020_,cell,cell
_127625_,_083040_,cell,cell
_127625_,_083029_,cell,cell
_127624_,_083033_,cell,cell
_127626_,_083063_,cell,cell
_127626_,_083055_,cell,cell
_127626_,_083048_,cell,cell
_127626_,_083047_,cell,cell
_127625_,_083042_,cell,cell
_127627_,_083074_,cell,cell
_127627_,_083063_,cell,cell
_127627_,_083053_,cell,cell
_127626_,_083056_,cell,cell
_127628_,_083087_,cell,cell
_127628_,_083076_,cell,cell
_127628_,_083074_,cell,cell
_127628_,_083071_,cell,cell
_127628_,_083070_,cell,cell
_127627_,_083065_,cell,cell
_127629_,_083090_,cell,cell
_127629_,_083087_,cell,cell
_127629_,_083084_,cell,cell
_127629_,_083083_,cell,cell
_127628_,_083078_,cell,cell
_127629_,_083091_,cell,cell
_127631_,_088973_,cell,cell
_127632_,_088977_,cell,cell
_127632_,_088973_,cell,cell
_127632_,_088948_,cell,cell
_127631_,_088977_,cell,cell
_127633_,_089136_,cell,cell
_127633_,_089135_,cell,cell
_127633_,_088976_,cell,cell
_127633_,_088951_,cell,cell
_127633_,_088950_,cell,cell
_127632_,_088977_,cell,cell
_127632_,_088951_,cell,cell
_127634_,_089141_,cell,cell
_127634_,_088978_,cell,cell
_127634_,_088976_,cell,cell
_127634_,_088953_,cell,cell
_127633_,_088978_,cell,cell
_127633_,_088951_,cell,cell
_127635_,_089145_,cell,cell
_127635_,_088981_,cell,cell
_127635_,_088957_,cell,cell
_127635_,_088953_,cell,cell
_127634_,_088978_,cell,cell
_127634_,_088957_,cell,cell
_127636_,_089150_,cell,cell
_127636_,_089023_,cell,cell
_127636_,_088982_,cell,cell
_127636_,_088981_,cell,cell
_127636_,_088955_,cell,cell
_127635_,_088982_,cell,cell
_127635_,_088957_,cell,cell
_127637_,_088954_,cell,cell
_127636_,_088982_,cell,cell
_127636_,_088958_,cell,cell
_127638_,_089161_,cell,cell
_127638_,_089160_,cell,cell
_127638_,_088985_,cell,cell
_127638_,_088970_,cell,cell
_127638_,_088961_,cell,cell
_127637_,_088985_,cell,cell
_127637_,_088958_,cell,cell
_127639_,_089166_,cell,cell
_127639_,_089165_,cell,cell
_127639_,_088969_,cell,cell
_127639_,_088962_,cell,cell
_127639_,_088961_,cell,cell
_127638_,_088985_,cell,cell
_127638_,_088962_,cell,cell
_127640_,_088994_,cell,cell
_127640_,_088986_,cell,cell
_127640_,_088969_,cell,cell
_127640_,_088964_,cell,cell
_127639_,_088986_,cell,cell
_127639_,_088962_,cell,cell
_121007_,_089130_,cell,cell
_121007_,_089019_,cell,cell
_121007_,_088949_,cell,cell
_127641_,_089002_,cell,cell
_127641_,_088995_,cell,cell
_127641_,_088994_,cell,cell
_127641_,_088990_,cell,cell
_127641_,_088989_,cell,cell
_127640_,_088995_,cell,cell
_127640_,_088986_,cell,cell
_127642_,_089021_,cell,cell
_127642_,_089009_,cell,cell
_127642_,_089002_,cell,cell
_127642_,_088998_,cell,cell
_127642_,_088997_,cell,cell
_127641_,_089009_,cell,cell
_127641_,_088995_,cell,cell
_127643_,_089033_,cell,cell
_127643_,_089025_,cell,cell
_127643_,_089021_,cell,cell
_127643_,_089007_,cell,cell
_127642_,_089025_,cell,cell
_127642_,_089009_,cell,cell
_127644_,_089047_,cell,cell
_127644_,_089035_,cell,cell
_127644_,_089033_,cell,cell
_127644_,_089029_,cell,cell
_127644_,_089028_,cell,cell
_127643_,_089035_,cell,cell
_127643_,_089025_,cell,cell
_127645_,_089062_,cell,cell
_127645_,_089049_,cell,cell
_127645_,_089047_,cell,cell
_127645_,_089039_,cell,cell
_127644_,_089049_,cell,cell
_127644_,_089035_,cell,cell
_127646_,_089067_,cell,cell
_127646_,_089062_,cell,cell
_127646_,_089045_,cell,cell
_127645_,_089067_,cell,cell
_127645_,_089049_,cell,cell
_127647_,_089091_,cell,cell
_127647_,_089083_,cell,cell
_127647_,_089071_,cell,cell
_127646_,_089083_,cell,cell
_127646_,_089067_,cell,cell
_127648_,_089110_,cell,cell
_127648_,_089103_,cell,cell
_127648_,_089092_,cell,cell
_127648_,_089091_,cell,cell
_127648_,_089081_,cell,cell
_127647_,_089092_,cell,cell
_127647_,_089083_,cell,cell
_127649_,_089117_,cell,cell
_127649_,_089111_,cell,cell
_127649_,_089103_,cell,cell
_127649_,_089089_,cell,cell
_127648_,_089110_,cell,cell
_127648_,_089092_,cell,cell
_127650_,_089117_,cell,cell
_127650_,_089101_,cell,cell
_127649_,_089120_,cell,cell
_127649_,_089111_,cell,cell
_127650_,_089121_,cell,cell
